point_code,name,lat,lon,altitude,nx,ny,region_id,distance_km,network
549,용인,37.27011,127.22178,83,64,120,129,5.0,kma_aws
550,오산,37.1693,127.05271,34,61,118,124,5.0,kma_aws
551,평택,36.98769,127.10879,27,62,114,114,0.0,kma_aws
552,김화,38.23153,127.38937,229,67,141,236,14.1,kma_aws
553,죽정,38.45697,128.41794,8,84,147,240,11.2,kma_aws
554,미시령,38.21439,128.43713,771,84,141,229,15.0,kma_aws
555,화천,38.08371,127.69062,109,72,138,237,5.0,kma_aws
556,양구,38.09799,127.98527,187,77,139,238,0.0,kma_aws
557,기린,37.9537,128.31388,292,83,136,239,18.0,kma_aws
558,팔봉,37.68614,127.70066,94,72,130,231,15.0,kma_aws
559,내면,37.77805,128.39728,574,84,132,239,36.1,kma_aws
560,진부,37.64794,128.56447,540,87,129,226,26.9,kma_aws
561,청일,37.58219,128.15275,221,80,127,232,18.0,kma_aws
563,북평,37.46356,128.6828,362,89,125,235,10.0,kma_aws
565,시흥,37.39154,126.77795,5,56,123,81,5.0,kma_aws
566,연곡,37.85155,128.81924,6,91,134,226,15.8,kma_aws
567,적성,37.95332,126.93176,71,59,135,115,11.2,kma_aws
568,일동,37.95875,127.31349,142,65,135,142,7.1,kma_aws
569,구리,37.58224,127.15698,27,63,127,122,5.0,kma_aws
