region_code,region_name,clmt_zone_code,annual_mean_temp,temp_seasonality,annual_precip,weather_months,valid_temp_months,growing_temp,score_09001_temp,score_09001_total,score_09011_temp,score_09011_total,score_07001_temp,score_07001_total,score_03001_temp,score_03001_total,score_04009_temp,score_04009_total,env_cluster,env_anomaly_dist,env_anomaly_flag
5117011200,강원특별자치도 동해시 북평동,18,15.174999999999999,9.479367546989044,1038.0,12,12,22.599999999999998,3.7,3.7,100.0,100.0,91.5,91.5,100.0,100.0,93.0,93.0,0.0,1.212,False
5121011000,강원특별자치도 속초시 대포동,17,13.166666666666666,9.599463368839789,1451.0,12,12,20.666666666666668,63.8,63.8,100.0,100.0,89.6,89.6,92.7,92.7,91.4,91.4,0.0,1.679,False
5175025000,강원특별자치도 영월군 영월읍,3,12.666666666666666,10.854687578380247,607.5,12,12,21.283333333333335,27.1,27.1,100.0,100.0,90.4,90.4,100.0,100.0,91.9,91.9,1.0,1.704,False
5219025000,전북특별자치도 남원시 운봉읍,9,11.908333333333333,10.289046102383335,1554.0,12,12,19.98333333333333,87.0,87.0,100.0,100.0,89.6,89.6,89.6,89.6,90.8,90.8,1.0,1.575,False
1278031000,전남광주통합특별시 강진군 군동면,15,15.083333333333334,9.651738734863299,1461.0,12,12,22.516666666666666,1.5,1.5,94.2,94.2,92.2,92.2,100.0,100.0,92.9,92.9,0.0,0.696,False
4713000000,경상북도 경주시,19,14.766666666666666,9.865950014923534,959.0,12,12,22.566666666666666,3.5,3.5,100.0,100.0,91.7,91.7,100.0,100.0,93.0,93.0,0.0,1.064,False
4782000000,경상북도 청도군,12,13.991666666666667,10.412794431793412,1426.0,12,12,22.200000000000003,7.4,7.4,100.0,100.0,91.5,91.5,100.0,100.0,92.7,92.7,0.0,0.894,False
4775032000,경상북도 청송군 부남면,5,11.508333333333333,10.56499006868985,1101.5,12,12,19.866666666666667,91.3,91.3,100.0,100.0,89.1,89.1,88.2,88.2,90.7,90.7,1.0,1.418,False
5011000000,제주특별자치도 제주시,20,16.675,8.583718732153756,1019.5,12,12,22.833333333333332,0.0,0.0,86.8,86.8,93.0,93.0,100.0,100.0,93.2,93.2,0.0,2.803,True
4155031000,경기도 안성시 보개면,13,13.766666666666666,10.69981591458753,737.5,12,12,22.03333333333333,8.7,8.7,100.0,100.0,91.4,91.4,100.0,100.0,92.5,92.5,1.0,1.735,False
5176000000,강원특별자치도 평창군,2,9.333333333333334,11.072844204985401,1333.0,12,12,18.116666666666667,100.0,100.0,54.3,54.3,87.0,87.0,40.3,40.3,89.0,89.0,2.0,0.614,False
4150000000,경기도 이천시,7,12.841666666666667,11.12674569211365,1156.5,12,12,21.7,18.5,18.5,100.0,100.0,90.7,90.7,100.0,100.0,92.3,92.3,1.0,0.749,False
4831034000,경상남도 거제시 거제면,16,15.408333333333333,9.493103557399717,1297.3,12,12,22.433333333333334,0.1,0.1,92.9,92.9,92.5,92.5,100.0,100.0,92.9,92.9,0.0,0.946,False
4375025000,충청북도 진천군 진천읍,8,12.683333333333332,10.749869625706955,1345.0,12,12,21.266666666666666,29.3,29.3,100.0,100.0,90.4,90.4,100.0,100.0,91.9,91.9,1.0,0.261,False
4183025000,경기도 양평군 양평읍,6,13.100000000000001,10.890780087261469,1505.0,12,12,21.7,17.3,17.3,100.0,100.0,90.8,90.8,100.0,100.0,92.3,92.3,1.0,0.844,False
4373025000,충청북도 옥천군 옥천읍,4,13.408333333333333,10.722572480802384,1353.5,12,12,21.933333333333334,13.0,13.0,100.0,100.0,91.0,91.0,100.0,100.0,92.5,92.5,1.0,0.88,False
4728010300,경상북도 문경시 흥덕동,11,,,,12,1,,,,,,,,,,,,,,
1273025000,전남광주통합특별시 구례군 구례읍,10,14.658333333333333,10.224076604967435,1555.8,12,12,22.683333333333334,0.7,0.7,93.5,93.5,92.1,92.1,100.0,100.0,93.0,93.0,0.0,0.825,False
5280034000,전북특별자치도 부안군 계화면,14,13.808333333333332,10.221586634829903,1369.5,12,12,21.650000000000002,14.3,14.3,100.0,100.0,91.1,91.1,100.0,100.0,92.2,92.2,0.0,0.826,False
5172000000,강원특별자치도 홍천군,1,8.191666666666666,11.620472399514522,1172.5,12,12,17.383333333333333,100.0,100.0,21.9,21.9,85.9,85.9,9.7,9.7,88.2,88.2,2.0,1.59,False
5123034000,강원특별자치도 삼척시 미로면,18,14.383333333333333,9.919662139896548,1099.5,12,12,22.333333333333332,9.3,9.3,100.0,100.0,90.9,90.9,100.0,100.0,92.8,92.8,0.0,0.658,False
