region_code,region_name,scenario,crop_code,api_ec_value,ec_value_on_band_scale,score,penalized,measured,method_warning
4885031000,경상남도 하동군 화개면,raw_1_to_5,03001,0.57,0.57,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4889046000,경상남도 합천군 용주면,raw_1_to_5,03001,0.2,0.2,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
1277025000,전남광주통합특별시 장흥군 장흥읍,raw_1_to_5,03001,0.8364134573423256,0.8364134573423256,100.0,False,False,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4413000000,충청남도 천안시,raw_1_to_5,03001,0.6677498744037101,0.6677498744037101,100.0,False,False,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4725041000,경상북도 상주시 화서면,raw_1_to_5,03001,0.97,0.97,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4773033000,경상북도 의성군 옥산면,raw_1_to_5,03001,0.544,0.544,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
1279037000,전남광주통합특별시 해남군 옥천면,raw_1_to_5,03001,1.6021726344082972,1.6021726344082972,100.0,False,False,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4128100000,경기도 고양시 덕양구,raw_1_to_5,03001,0.6047119065981019,0.6047119065981019,100.0,False,False,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4420025000,충청남도 아산시 염치읍,raw_1_to_5,04009,0.45,0.45,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
5119000000,강원특별자치도 태백시,raw_1_to_5,04009,0.35,0.35,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4150010300,경기도 이천시 중리동,raw_1_to_5,04009,1.4492532249759262,1.4492532249759262,100.0,False,False,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4822034000,경상남도 통영시 광도면,raw_1_to_5,04009,1.57,1.57,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4374525000,충청북도 증평군 증평읍,raw_1_to_5,04009,0.895,0.895,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
4163031000,경기도 양주시 은현면,raw_1_to_5,04009,0.56,0.56,100.0,False,True,흙토람 elcd가 1:5 원값인지 지도자료용 ×5 값인지 미확정
