region_code,region_name,months_observed,annual_mean_temp_c,normal_baseline_c,temperature_deviation_c,risk_level,risk_low,risk_medium,risk_high,scored_in_suitability
4817012200,경상남도 진주시 초전동,12,14.799999999999999,12.8,1.9999999999999982,medium,False,True,False,False
4311000000,충청북도 청주시,12,13.725,12.8,0.9249999999999989,low,True,False,False,False
4182025000,경기도 가평군 가평읍,12,11.791666666666666,12.8,-1.0083333333333346,low,True,False,False,False
4425031000,충청남도 계룡시 두마면,0,,12.8,,unknown,False,False,False,False
4723025000,경상북도 영천시 금호읍,12,14.066666666666668,12.8,1.2666666666666675,low,True,False,False,False
1217039000,전남광주통합특별시 나주시 금천면,12,14.591666666666667,12.8,1.791666666666666,medium,False,True,False,False
5271033000,전북특별자치도 완주군 이서면,12,14.275,12.8,1.4749999999999996,medium,False,True,False,False
5180000000,강원특별자치도 양구군,12,9.925,12.8,-2.875,low,True,False,False,False
5123031000,강원특별자치도 삼척시 근덕면,12,14.125,12.8,1.3249999999999993,low,True,False,False,False
4315025000,충청북도 제천시 봉양읍,12,11.791666666666666,12.8,-1.0083333333333346,low,True,False,False,False
5277040000,전북특별자치도 순창군 구림면,12,12.325000000000001,12.8,-0.47499999999999964,low,True,False,False,False
1281033000,전남광주통합특별시 무안군 청계면,12,14.549999999999999,12.8,1.7499999999999982,medium,False,True,False,False
4711300000,경상북도 포항시 북구,12,14.991666666666667,12.8,2.1916666666666664,medium,False,True,False,False
4782025000,경상북도 청도군 화양읍,12,14.549999999999999,12.8,1.7499999999999982,medium,False,True,False,False
4792000000,경상북도 봉화군,12,11.466666666666667,12.8,-1.333333333333334,low,True,False,False,False
5011025600,제주특별자치도 제주시 구좌읍,12,15.916666666666666,12.8,3.1166666666666654,high,False,False,True,False
4427000000,충청남도 당진시,12,13.341666666666667,12.8,0.5416666666666661,low,True,False,False,False
5177025000,강원특별자치도 정선군 정선읍,12,11.566666666666668,12.8,-1.2333333333333325,low,True,False,False,False
4167011200,경기도 여주시 상거동,12,12.475,12.8,-0.32500000000000107,low,True,False,False,False
4884031000,경상남도 남해군 이동면,12,15.608333333333334,12.8,2.8083333333333336,high,False,False,True,False
4313012200,충청북도 충주시 안림동,12,12.125,12.8,-0.6750000000000007,low,True,False,False,False
4165034000,경기도 포천시 신북면,12,12.575000000000001,12.8,-0.22499999999999964,low,True,False,False,False
4471031000,충청남도 금산군 금성면,12,12.65,12.8,-0.15000000000000036,low,True,False,False,False
4773025000,경상북도 의성군 의성읍,12,12.200000000000001,12.8,-0.5999999999999996,low,True,False,False,False
1217037000,전남광주통합특별시 나주시 문평면,12,13.383333333333333,12.8,0.5833333333333321,low,True,False,False,False
5271000000,전북특별자치도 완주군,12,14.408333333333333,12.8,1.6083333333333325,medium,False,True,False,False
4777037000,경상북도 영덕군 병곡면,12,14.775,12.8,1.9749999999999996,medium,False,True,False,False
1272031000,전남광주통합특별시 곡성군 오곡면,0,,12.8,,unknown,False,False,False,False
1217034000,전남광주통합특별시 나주시 공산면,12,14.049999999999999,12.8,1.2499999999999982,low,True,False,False,False
3171031000,울산광역시 울주군 서생면,12,14.674999999999999,12.8,1.8749999999999982,medium,False,True,False,False
4782034000,경상북도 청도군 이서면,12,13.424999999999999,12.8,0.6249999999999982,low,True,False,False,False
4717032000,경상북도 안동시 북후면,12,12.391666666666666,12.8,-0.408333333333335,low,True,False,False,False
5011025000,제주특별자치도 제주시 한림읍,0,,12.8,,unknown,False,False,False,False
4128000000,경기도 고양시,12,12.383333333333333,12.8,-0.41666666666666785,low,True,False,False,False
5177035000,강원특별자치도 정선군 임계면,12,9.891666666666667,12.8,-2.908333333333333,low,True,False,False,False
4146100000,경기도 용인시 처인구,12,13.366666666666667,12.8,0.5666666666666664,low,True,False,False,False
4824012600,경상남도 사천시 송포동,12,14.791666666666666,12.8,1.9916666666666654,medium,False,True,False,False
4377031000,충청북도 음성군 소이면,12,11.933333333333332,12.8,-0.8666666666666689,low,True,False,False,False
5178025900,강원특별자치도 철원군 동송읍,12,12.533333333333333,12.8,-0.2666666666666675,low,True,False,False,False
5274000000,전북특별자치도 장수군,12,11.525,12.8,-1.2750000000000004,low,True,False,False,False
4729033000,경상북도 경산시 자인면,12,14.625,12.8,1.8249999999999993,medium,False,True,False,False
1215035000,전남광주통합특별시 순천시 주암면,12,13.591666666666667,12.8,0.7916666666666661,low,True,False,False,False
5213036000,전북특별자치도 군산시 개정면,12,14.0,12.8,1.1999999999999993,low,True,False,False,False
4793040000,경상북도 울진군 매화면,12,14.275,12.8,1.4749999999999996,medium,False,True,False,False
4784000000,경상북도 성주군,12,13.075000000000001,12.8,0.27500000000000036,low,True,False,False,False
1281034000,전남광주통합특별시 무안군 현경면,0,,12.8,,unknown,False,False,False,False
3171026200,울산광역시 울주군 청량읍,12,14.225,12.8,1.424999999999999,medium,False,True,False,False
4827034000,경상남도 밀양시 산내면,12,13.775,12.8,0.9749999999999996,low,True,False,False,False
4776000000,경상북도 영양군,12,11.841666666666667,12.8,-0.9583333333333339,low,True,False,False,False
5011025900,제주특별자치도 제주시 조천읍,0,,12.8,,unknown,False,False,False,False
4111000000,경기도 수원시,12,13.916666666666666,12.8,1.1166666666666654,low,True,False,False,False
5119010100,강원특별자치도 태백시 황지동,12,9.616666666666667,12.8,-3.1833333333333336,low,True,False,False,False
4161010600,경기도 광주시 목현동,12,12.350000000000001,12.8,-0.4499999999999993,low,True,False,False,False
4825011500,경상남도 김해시 전하동,12,15.058333333333332,12.8,2.258333333333331,medium,False,True,False,False
4313011400,충청북도 충주시 달천동,12,12.858333333333334,12.8,0.05833333333333357,low,True,False,False,False
5111025000,강원특별자치도 춘천시 신북읍,12,12.033333333333333,12.8,-0.7666666666666675,low,True,False,False,False
5273025000,전북특별자치도 무주군 무주읍,12,13.033333333333333,12.8,0.2333333333333325,low,True,False,False,False
4719025000,경상북도 구미시 선산읍,12,13.458333333333334,12.8,0.6583333333333332,low,True,False,False,False
1284025000,전남광주통합특별시 장성군 장성읍,12,13.758333333333333,12.8,0.9583333333333321,low,True,False,False,False
5221036000,전북특별자치도 김제시 부량면,12,13.658333333333333,12.8,0.8583333333333325,low,True,False,False,False
4888000000,경상남도 거창군,12,13.0,12.8,0.1999999999999993,low,True,False,False,False
1287025300,전남광주통합특별시 신안군 압해읍,0,,12.8,,unknown,False,False,False,False
4827036000,경상남도 밀양시 상남면,12,14.625,12.8,1.8249999999999993,medium,False,True,False,False
4776025000,경상북도 영양군 영양읍,12,12.0,12.8,-0.8000000000000007,low,True,False,False,False
5011025300,제주특별자치도 제주시 애월읍,0,,12.8,,unknown,False,False,False,False
4180036000,경기도 연천군 신서면,12,11.341666666666667,12.8,-1.458333333333334,low,True,False,False,False
5177025900,강원특별자치도 정선군 신동읍,12,11.700000000000001,12.8,-1.0999999999999996,low,True,False,False,False
5173036000,강원특별자치도 횡성군 공근면,12,11.891666666666666,12.8,-0.908333333333335,low,True,False,False,False
4882025000,경상남도 고성군 고성읍,12,14.275,12.8,1.4749999999999996,medium,False,True,False,False
5179025000,강원특별자치도 화천군 화천읍,12,11.091666666666667,12.8,-1.708333333333334,low,True,False,False,False
5271036000,전북특별자치도 완주군 고산면,12,13.466666666666667,12.8,0.6666666666666661,low,True,False,False,False
4719032000,경상북도 구미시 옥성면,12,13.65,12.8,0.8499999999999996,low,True,False,False,False
1217040000,전남광주통합특별시 나주시 산포면,12,14.174999999999999,12.8,1.3749999999999982,low,True,False,False,False
4476031000,충청남도 부여군 규암면,12,13.833333333333334,12.8,1.0333333333333332,low,True,False,False,False
4888031000,경상남도 거창군 주상면,12,12.291666666666666,12.8,-0.5083333333333346,low,True,False,False,False
1213013800,전남광주통합특별시 여수시 주삼동,12,15.375,12.8,2.5749999999999993,high,False,False,True,False
4874036000,경상남도 창녕군 대지면,12,14.483333333333334,12.8,1.6833333333333336,medium,False,True,False,False
4721039000,경상북도 영주시 부석면,12,12.108333333333334,12.8,-0.6916666666666664,low,True,False,False,False
4157035000,경기도 김포시 월곶면,12,12.225,12.8,-0.5750000000000011,low,True,False,False,False
4792039000,경상북도 봉화군 석포면,12,9.883333333333333,12.8,-2.916666666666668,low,True,False,False,False
4824033000,경상남도 사천시 용현면,12,14.825000000000001,12.8,2.0250000000000004,medium,False,True,False,False
5275033000,전북특별자치도 임실군 신평면,12,12.65,12.8,-0.15000000000000036,low,True,False,False,False
4725043000,경상북도 상주시 외서면,12,13.025,12.8,0.22499999999999964,low,True,False,False,False
1275025000,전남광주통합특별시 보성군 보성읍,12,12.608333333333334,12.8,-0.19166666666666643,low,True,False,False,False
5214025000,전북특별자치도 익산시 함열읍,12,14.416666666666666,12.8,1.6166666666666654,medium,False,True,False,False
4888025000,경상남도 거창군 거창읍,12,13.433333333333332,12.8,0.6333333333333311,low,True,False,False,False
1283034000,전남광주통합특별시 영광군 군서면,0,,12.8,,unknown,False,False,False,False
4812000000,경상남도 창원시,12,14.450000000000001,12.8,1.6500000000000004,medium,False,True,False,False
4775025000,경상북도 청송군 청송읍,12,12.433333333333332,12.8,-0.3666666666666689,low,True,False,False,False
4159000000,경기도 화성시,12,13.25,12.8,0.4499999999999993,low,True,False,False,False
5274025000,전북특별자치도 장수군 장수읍,12,11.941666666666668,12.8,-0.8583333333333325,low,True,False,False,False
4721036000,경상북도 영주시 봉현면,12,13.091666666666667,12.8,0.2916666666666661,low,True,False,False,False
1276031000,전남광주통합특별시 화순군 한천면,12,13.125,12.8,0.3249999999999993,low,True,False,False,False
5218038000,전북특별자치도 정읍시 정우면,12,14.450000000000001,12.8,1.6500000000000004,medium,False,True,False,False
4885033000,경상남도 하동군 적량면,0,,12.8,,unknown,False,False,False,False
1280031000,전남광주통합특별시 영암군 덕진면,0,,12.8,,unknown,False,False,False,False
4139011900,경기도 시흥시 하중동,12,13.133333333333333,12.8,0.33333333333333215,low,True,False,False,False
5272025000,전북특별자치도 진안군 진안읍,12,12.0,12.8,-0.8000000000000007,low,True,False,False,False
2772031000,대구광역시 군위군 소보면,12,12.875,12.8,0.07499999999999929,low,True,False,False,False
4885031000,경상남도 하동군 화개면,12,14.966666666666667,12.8,2.166666666666666,medium,False,True,False,False
4889046000,경상남도 합천군 용주면,12,14.083333333333334,12.8,1.2833333333333332,low,True,False,False,False
1277025000,전남광주통합특별시 장흥군 장흥읍,12,14.924999999999999,12.8,2.1249999999999982,medium,False,True,False,False
4413000000,충청남도 천안시,12,12.783333333333333,12.8,-0.016666666666667496,low,True,False,False,False
4725041000,경상북도 상주시 화서면,12,12.4,12.8,-0.40000000000000036,low,True,False,False,False
4773033000,경상북도 의성군 옥산면,12,12.641666666666666,12.8,-0.158333333333335,low,True,False,False,False
1279037000,전남광주통합특별시 해남군 옥천면,12,13.65,12.8,0.8499999999999996,low,True,False,False,False
4128100000,경기도 고양시 덕양구,12,13.299999999999999,12.8,0.4999999999999982,low,True,False,False,False
