region_code,region_name,indicator,actual_value,log_score_multiplier_2,national_grade_score,deviation_log_minus_grade,absolute_deviation
5273025000,전북특별자치도 무주군 무주읍,ec,0.35,100.0,100,0.0,0.0
4719025000,경상북도 구미시 선산읍,ec,0.49,100.0,100,0.0,0.0
1284025000,전남광주통합특별시 장성군 장성읍,ec,,,,,
5221036000,전북특별자치도 김제시 부량면,ec,0.5,100.0,100,0.0,0.0
4888000000,경상남도 거창군,ec,0.223,100.0,100,0.0,0.0
1287025300,전남광주통합특별시 신안군 압해읍,ec,,,,,
4827036000,경상남도 밀양시 상남면,ec,0.8,100.0,100,0.0,0.0
4776025000,경상북도 영양군 영양읍,ec,1.17,100.0,100,0.0,0.0
5011025300,제주특별자치도 제주시 애월읍,ec,0.36,100.0,100,0.0,0.0
4180036000,경기도 연천군 신서면,ec,0.29,100.0,100,0.0,0.0
5177025900,강원특별자치도 정선군 신동읍,ec,0.381,100.0,100,0.0,0.0
5173036000,강원특별자치도 횡성군 공근면,ec,0.5,100.0,100,0.0,0.0
4882025000,경상남도 고성군 고성읍,ec,0.38,100.0,100,0.0,0.0
5179025000,강원특별자치도 화천군 화천읍,ec,0.25,100.0,100,0.0,0.0
5271036000,전북특별자치도 완주군 고산면,ec,0.5,100.0,100,0.0,0.0
4719032000,경상북도 구미시 옥성면,ec,0.49,100.0,100,0.0,0.0
1217040000,전남광주통합특별시 나주시 산포면,ec,,,,,
4476031000,충청남도 부여군 규암면,ec,1.86,92.82105100744482,90,2.8210510074448223,2.8210510074448223
4888031000,경상남도 거창군 주상면,ec,0.223,100.0,100,0.0,0.0
1213013800,전남광주통합특별시 여수시 주삼동,ec,,,,,
4874036000,경상남도 창녕군 대지면,ec,0.4,100.0,100,0.0,0.0
4721039000,경상북도 영주시 부석면,ec,0.395,100.0,100,0.0,0.0
4157035000,경기도 김포시 월곶면,ec,,,,,
4792039000,경상북도 봉화군 석포면,ec,0.2,100.0,100,0.0,0.0
4824033000,경상남도 사천시 용현면,ec,,,,,
5275033000,전북특별자치도 임실군 신평면,ec,0.247,100.0,100,0.0,0.0
4725043000,경상북도 상주시 외서면,ec,0.97,100.0,100,0.0,0.0
1275025000,전남광주통합특별시 보성군 보성읍,ec,,,,,
5214025000,전북특별자치도 익산시 함열읍,ec,,,,,
4888025000,경상남도 거창군 거창읍,ec,0.223,100.0,100,0.0,0.0
1283034000,전남광주통합특별시 영광군 군서면,ec,,,,,
4812000000,경상남도 창원시,ec,,,,,
4775025000,경상북도 청송군 청송읍,ec,0.365,100.0,100,0.0,0.0
4159000000,경기도 화성시,ec,,,,,
5274025000,전북특별자치도 장수군 장수읍,ec,0.17,100.0,100,0.0,0.0
4721036000,경상북도 영주시 봉현면,ec,0.395,100.0,100,0.0,0.0
1276031000,전남광주통합특별시 화순군 한천면,ec,,,,,
5218038000,전북특별자치도 정읍시 정우면,ec,1.145,100.0,100,0.0,0.0
4885033000,경상남도 하동군 적량면,ec,0.57,100.0,100,0.0,0.0
1280031000,전남광주통합특별시 영암군 덕진면,ec,,,,,
4139011900,경기도 시흥시 하중동,ec,,,,,
5272025000,전북특별자치도 진안군 진안읍,ec,0.485,100.0,100,0.0,0.0
2772031000,대구광역시 군위군 소보면,ec,,,,,
4885031000,경상남도 하동군 화개면,ec,0.57,100.0,100,0.0,0.0
4889046000,경상남도 합천군 용주면,ec,0.2,100.0,100,0.0,0.0
1277025000,전남광주통합특별시 장흥군 장흥읍,ec,,,,,
4413000000,충청남도 천안시,ec,,,,,
4725041000,경상북도 상주시 화서면,ec,0.97,100.0,100,0.0,0.0
4773033000,경상북도 의성군 옥산면,ec,0.544,100.0,100,0.0,0.0
1279037000,전남광주통합특별시 해남군 옥천면,ec,,,,,
4128100000,경기도 고양시 덕양구,ec,,,,,
4420025000,충청남도 아산시 염치읍,organic_matter,24.56,100.0,100,0.0,0.0
5119000000,강원특별자치도 태백시,organic_matter,34.496,100.0,100,0.0,0.0
4150010300,경기도 이천시 중리동,organic_matter,19.3,85.34965543602762,75,10.349655436027618,10.349655436027618
4822034000,경상남도 통영시 광도면,organic_matter,32.858,100.0,100,0.0,0.0
4374525000,충청북도 증평군 증평읍,organic_matter,20.02,87.28587719402385,90,-2.714122805976146,2.714122805976146
4163031000,경기도 양주시 은현면,organic_matter,20.707,88.9284907219228,90,-1.071509278077201,1.071509278077201
4374040000,충청북도 영동군 심천면,organic_matter,22.508,92.54396184307419,90,2.543961843074186,2.543961843074186
4725033000,경상북도 상주시 낙동면,organic_matter,15.312,64.12768422638744,75,-10.872315773612556,10.872315773612556
1217043000,전남광주통합특별시 나주시 봉황면,organic_matter,,,,,
4423032000,충청남도 논산시 광석면,organic_matter,25.7,100.0,100,0.0,0.0
5176036000,강원특별자치도 평창군 진부면,organic_matter,18.569,83.09374053194966,75,8.093740531949663,8.093740531949663
5117011200,강원특별자치도 동해시 북평동,organic_matter,25.172,100.0,100,0.0,0.0
5121011000,강원특별자치도 속초시 대포동,organic_matter,21.978,91.56629111908373,90,1.5662911190837292,1.5662911190837292
5175025000,강원특별자치도 영월군 영월읍,organic_matter,25.471,100.0,100,0.0,0.0
5219025000,전북특별자치도 남원시 운봉읍,organic_matter,27.339,100.0,100,0.0,0.0
1278031000,전남광주통합특별시 강진군 군동면,organic_matter,,,,,
4713000000,경상북도 경주시,organic_matter,25.373,100.0,100,0.0,0.0
4782000000,경상북도 청도군,organic_matter,27.213,100.0,100,0.0,0.0
4775032000,경상북도 청송군 부남면,organic_matter,23.601,94.38107643922228,90,4.381076439222284,4.381076439222284
5011000000,제주특별자치도 제주시,organic_matter,46.256,100.0,100,0.0,0.0
4155031000,경기도 안성시 보개면,organic_matter,22.244,92.06482940875114,90,2.0648294087511374,2.0648294087511374
5176000000,강원특별자치도 평창군,organic_matter,21.697,91.02125202958177,90,1.021252029581774,1.021252029581774
4150000000,경기도 이천시,organic_matter,18.365,82.3994486814556,75,7.3994486814555955,7.3994486814555955
4831034000,경상남도 거제시 거제면,organic_matter,26.863,100.0,100,0.0,0.0
4375025000,충청북도 진천군 진천읍,organic_matter,25.954,100.0,100,0.0,0.0
4183025000,경기도 양평군 양평읍,organic_matter,20.483,88.41216075610163,90,-1.5878392438983724,1.5878392438983724
4373025000,충청북도 옥천군 옥천읍,organic_matter,20.877,89.30896585197078,90,-0.6910341480292175,0.6910341480292175
