region_code,region_name,match_level,obsr_spot_code,obsr_spot_name,do_se_code,clmt_zone_code,instl_la,instl_lo
5179025000,강원특별자치도 화천군 화천읍,eupmyeondong,209802A001,화천군 화천읍,1,6,38.1101301425975,127.6944895475391
5271036000,전북특별자치도 완주군 고산면,eupmyeondong,565862A001,완주군 고산면,4,4,35.9849417876042,127.2215200330368
4719032000,경상북도 구미시 옥성면,eupmyeondong,039102B003,구미시 옥성면,6,11,36.3281356072906,128.2767215611769
1217040000,전남광주통합특별시 나주시 산포면,eupmyeondong,535873B003,나주시 산포면,5,10,35.0252500000000,126.8240200000000
4476031000,충청남도 부여군 규암면,eupmyeondong,323814A001,부여군 규암면,3,14,36.2591519253658,126.8426299599541
4888031000,경상남도 거창군 주상면,eupmyeondong,050115F027,거창군 주상면,7,9,35.7592982000000,127.9455303000000
1213013800,전남광주통합특별시 여수시 주삼동,eupmyeondong,555130A001,여수시 주삼동,5,15,34.7875346006173,127.6543419279124
4874036000,경상남도 창녕군 대지면,eupmyeondong,635821A001,창녕군 대지면,7,12,35.5513904564490,128.4766829504957
4721039000,경상북도 영주시 부석면,eupmyeondong,750823A005,영주시 부석면,6,5,37.0026832168450,128.6530162737740
4157035000,경기도 김포시 월곶면,eupmyeondong,415743A001,김포시 월곶면,0,13,37.6948926398265,126.5561499880861
4792039000,경상북도 봉화군 석포면,eupmyeondong,755851A001,봉화군 석포면,6,2,37.0522054768904,129.0031158072578
4824033000,경상남도 사천시 용현면,eupmyeondong,664951A001,사천시 용현면,7,16,35.0369855385664,128.0676691533627
5275033000,전북특별자치도 임실군 신평면,eupmyeondong,566822A001,임실군 신평면,4,4,35.6562000000000,127.2660100000000
4725043000,경상북도 상주시 외서면,eupmyeondong,037136F022,상주시 외서면,6,11,36.4942730000000,128.1759890000000
1275025000,전남광주통합특별시 보성군 보성읍,eupmyeondong,546804B001,보성군 보성읍,5,10,34.7818844940397,127.0956287321026
5214025000,전북특별자치도 익산시 함열읍,eupmyeondong,570802A001,익산시 함열읍,4,14,36.0412522230982,126.9590073246827
4888025000,경상남도 거창군 거창읍,eupmyeondong,670807A001,거창군 거창읍,7,9,35.6731867538425,127.9213169007810
1283034000,전남광주통합특별시 영광군 군서면,eupmyeondong,513842A001,영광군 군서면,5,15,35.2822734948080,126.4679634073523
4812000000,경상남도 창원시,sigungu,051394A001,창원시 대산면,7,12,35.3425940439424,128.7077983702519
4775025000,경상북도 청송군 청송읍,eupmyeondong,763803A001,청송군 청송읍,6,5,36.3906032854094,129.0784979962401
4159000000,경기도 화성시,sigungu,018544F032,화성시 마도면,0,13,37.1720760000000,126.7523650000000
5274025000,전북특별자치도 장수군 장수읍,eupmyeondong,597803A001,장수군 장수읍,4,4,35.6198102073102,127.5115466970836
4721036000,경상북도 영주시 봉현면,eupmyeondong,036043F024,영주시 봉현면,6,11,36.8654786000000,128.4941633000000
1276031000,전남광주통합특별시 화순군 한천면,eupmyeondong,519822A001,화순군 한천면,5,10,34.9735056892209,127.0706517749758
5218038000,전북특별자치도 정읍시 정우면,eupmyeondong,580813A001,정읍시 정우면,4,14,35.6217100000000,126.8951700000000
4885033000,경상남도 하동군 적량면,eupmyeondong,667831A001,하동군 적량면,7,9,35.0794329178606,127.7696793565510
1280031000,전남광주통합특별시 영암군 덕진면,eupmyeondong,526821A001,영암군 덕진면,5,15,34.8252837055903,126.6731199743381
4139011900,경기도 시흥시 하중동,eupmyeondong,429843A001,시흥시 하중동,0,13,37.4010444413861,126.8079020007737
5272025000,전북특별자치도 진안군 진안읍,eupmyeondong,567801A002,진안군 진안읍,4,4,35.7603300000000,127.4374000000000
2772031000,대구광역시 군위군 소보면,eupmyeondong,039000F026,군위군 소보면,6,11,36.2787210000000,128.4662430000000
4885031000,경상남도 하동군 화개면,eupmyeondong,052304A001,하동군 화개면,7,10,35.1625000000000,127.6493000000000
4889046000,경상남도 합천군 용주면,eupmyeondong,678806A001,합천군 용주면,7,9,35.5512803414187,128.1123943837536
1277025000,전남광주통합특별시 장흥군 장흥읍,eupmyeondong,529805A001,장흥군 장흥읍,5,15,34.6706148035442,126.9100228987287
4413000000,충청남도 천안시,sigungu,031028F034,천안시 직산읍,3,13,36.8894516000000,127.0961545000000
4725041000,경상북도 상주시 화서면,eupmyeondong,741862E001,상주시 화서면,6,4,36.4399222572137,127.9444678497915
4773033000,경상북도 의성군 옥산면,eupmyeondong,037322D007,의성군 옥산면,6,11,36.4157722000000,128.7988895000000
1279037000,전남광주통합특별시 해남군 옥천면,eupmyeondong,536824B002,해남군 옥천면,5,15,34.5816426291052,126.6502991396594
4128100000,경기도 고양시 덕양구,eupmyeondong,412040A002,고양시 덕양구,0,13,37.6491864475750,126.8703671533860
